fcn_no,effective_date,effective_year,substance,manufacturer
1174,"Jun 29, 2012",2012,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, 1,1'-(1,1-dimethyl-3-methylene-1, 3-propanediyl)bis[benzene], ethenylbenzene,(1-methylethenyl)benzene, methyl 2-methyl-2-propenoate and 2-propenoic acid, sodium salt, manufactured as described in the notification.","Plasmine Technology, Inc."
1173,"Jun 27, 2012",2012,"Butanedioic acid, 2-methylene-, polymer with ethenyl acetate, hydrolyzed, sodium salts (CAS Reg. No. 122625-12-1).","Kuraray Co., Ltd. Kuraray America, Inc. Kuraray Europe GmbH Kuraray Asia Pacific Pte. Ltd."
1171,"Jun 22, 2012",2012,Bis(4- tert -butylbenzoate-O)hydroxyl aluminum (CAS Reg. No. 13170-05-3).,Japan Chemtech Ltd.
1170,"Jun 22, 2012",2012,"1,4-Benzenedicarboxylic acid, polymer with 1,10-decanediamine and 1,6-hexanediamine (CAS Reg. No. 657408-39-4).",EMS-Chemie AG
1169,"Jun 21, 2012",2012,Zinc pyrithione (CAS Reg. No. 13463-41-7).,"Arch Chemicals, Inc."
1167,,,REPLACED BY FCN 1229,
1165,"Jun 7, 2012",2012,"Starch, carboxymethyl ether, sodium salt (CAS Reg. No. 9063-38-1).",Paper Pak Industries
1164,"Jul 24, 2012",2012,"2-Propenoic acid, 2-methyl-, ethyl ester, polymer with 2-oxiranylmethyl 2-methyl-2-propenoate (CAS Reg. No. 40081-37-6).",Sherwin-Williams Company
1163,"May 29, 2012",2012,"Montmorillonite (CAS Reg. No.1318-93-0) surface treated with quaternary ammonium compounds bis(hydrogenated tallow alkyl)dimethyl, chlorides (CAS Reg. No. 61789-80-8).",PolyOne Corporation Nanocor® Inc.
1162,"May 29, 2012",2012,"Trimethylhexanoic acid, mixed esters with dipentaerythritol and heptanoic acid.","Patech Fine Chemicals Co., Ltd."
1160,,,REPLACED BY FCN 1224,
1159,"May 23, 2012",2012,Silicon dioxide (CAS Reg. No. 7631-86-9).,KHS Plasmax GmbH
1158,"May 18, 2012",2012,An aqueous solution of chlorine dioxide (CAS Reg. No. 10049-04-4).,"CDG Environmental, LLC"
1157,"May 16, 2012",2012,"Poly(N-vinylformamide), 10-90 percent hydrolyzed hydrochloride salts. The FCS is specifically known as one of the following: a) formamide, N-ethenyl-, polymer with ethanamine, hydrochloride (CAS Reg. No. 111616-55-8) or b) formamide, ethenyl-, homopolymer, hydrolyzed, hydrochlorides (CAS Reg. No. 183815-54-5).",Mitsubishi Chemical Corporation
1156,"May 4, 2012",2012,"2-Propenoic acid, butyl ester, polymer with ethene (CAS Reg. No. 25750-84-9).",LyondellBasell Industries
1152,"Apr 20, 2012",2012,"Phosphorous acid, triphenyl ester, polymer with α-hydro-ω-hydroxypoly[oxy(methyl-1,2-ethanediyl)], C 10-16 alkyl esters (CAS Reg. No. 1227937-46-3).",Dover Chemical Corporation
1150,"Jun 12, 2012",2012,"2-Propenoic acid, homopolymer, sodium salt (CAS Reg. No. 9003-04-7).",BASF SE
1149,"Jun 5, 2012",2012,"2,2-dimethyl-1,3-dioxolane-4-methanol (CAS Reg. No. 100-79-8).","Essential Chemicals USA, LLC"
1148,"May 25, 2012",2012,"1,2-Benzisothiazol-3(2H)-one 1,1-dioxide, sodium salt (CAS Reg. No. 128-44-9).",ADEKA Corporation
1147,"Apr 11, 2012",2012,"Nylon MXD-6 (CAS Reg. No. 25718-70-1) (also known as hexanedioic acid, polymer with 1,3-benzenedimethanamine) meeting the analytical specifications in 21 CFR 177.1500(b) item 10.1 and used in conjunction with either cobalt stearate (CAS Reg. No. 13586-84-0) or cobalt acetate (CAS Reg. No. 71-48-7).",Indorama Ventures USA LLC and its Steward Affiliates Around the World
1146,"Apr 7, 2012",2012,"Nylon MXD-6 (also known as hexanedioic acid, polymer with 1,3- benzenedimethanamine) (CAS Reg. No.25718-70-1) meeting the analytical specifications in 21 CFR 177.1500(b), item 10.2.",Indorama Ventures USA LLC and its Steward Affiliates Around the World
1145,"Apr 7, 2012",2012,"Copolymer of 2-ethylhexyl methacrylate (EHMA, CAS Reg. No. 688-84-6), ethyl acrylate (EA, CAS Reg. No. 140-88-5), styrene (CAS Reg. No. 100-42-5), hydroxypropyl methacrylate (HPMA, CAS Reg. No. 27813-02-1), methacrylic acid (MAA, CAS Reg. No. 79-41-4), and glycerol dimethacrylate (GDMA, CAS Reg. No. 1830-78-0).",Akzo Nobel Coatings Inc. Akzo Nobel Coatings (Tianjin) Co. Ltd. Akzo Nobel Coatings (Jiaxing) Co. Ltd. LLC Petrokom Lipetsk Server Boya A.S. Akzo Nobel Performance Coatings (Shanghai) Co. Ltd. Akzo Nobel Industrial Finishes AB Akzo No
1144,"Mar 20, 2012",2012,"A mixture of peroxyacetic acid (CAS Reg. No. 79-21-0), hydrogen peroxide (CAS Reg. No. 7722-84-1), acetic acid, (CAS Reg. No. 64-19-7), and 1-hydroxyethylidine-1,1-diphosphonic acid (CAS Reg. No. 2809-21-4), and water. REPLACES FCN 1081 and FCN 1082","Evonik Active Oxygens, LLC"
1142,"Mar 13, 2012",2012,"1H-imidazolium, 3-ethyl-1-methyl, ethyl sulfate (1:1) (CAS Reg. No. 342573-75-5).",BASF
1140,"Mar 8, 2012",2012,Pyromellitic dianhydride (PMDA) (CAS Reg. No. 89-32-7).,Sherwin-Williams Company
1139,"Mar 6, 2012",2012,"1-Propanaminium, N,N,N-trimethyl-3-[(1-oxo-2-propenyl)amino]-, chloride, homopolymer (CAS Reg. No. 26427-01-0).",Solenis LLC
1138,"Mar 6, 2012",2012,"3a,4,7,7a-tetrahydro-4,7-methanoisobenzofuran-1,3-dione (CAS Reg. No. 826-62-0).",Sherwin-Williams Company
1137,"Mar 2, 2012",2012,Chlorine dioxide (CAS Reg. No. 10049-04-4).,"Dripping Wet Water, Inc."
1135,"Apr 20, 2012",2012,"1,4-benzenedicarboxylic acid, polymer with 1,2-ethanediol and β,β,β',β'-tetramethyl-2,4,8,10-tetraoxaspiro[5.5]undecane-3,9-diethanol (CAS Reg. No. 102070-64-4).","Mitsubishi Gas Chemical Company, Inc."
1134,"Feb 17, 2012",2012,"Copolymer of caprolactam, isophthalic acid, and isophoronediamine (CAS Reg. No. 29009-00-5).",LANXESS Corporation
1132,"Feb 10, 2012",2012,"An aqueous mixture of peroxyacetic acid (CAS Reg. No. 79-21-0), hydrogen peroxide (CAS Reg. No. 7722-84-1), acetic acid (CAS Reg. No. 64-19-7), sulfuric acid (CAS Reg. No. 7664-93-9, optional ingredient), and 1-hydroxyethylidine-1,1-diphosphonic acid (HEDP, CAS Reg. No. 2809-21-4).","Enviro Tech Chemical Services, Inc."
1131,"Feb 9, 2012",2012,"2-Propenoic acid, 2-methyl-, ethyl ester, polymer with 2-oxiranylmethyl 2-methyl-2-propenoate (CAS Reg. No. 40081-37-6).",Sherwin-Williams Company
1130,"Feb 8, 2012",2012,"Acrylic resins derived from butyl acrylate, styrene, methacrylic acid, ethyl acrylate, glycidyl methacrylate, and hydroxypropyl methacrylate, cross-linked with phenolic resins listed under 21 CFR 175.300(b)(3)(vi).",Sherwin-Williams Company
1128,"Apr 3, 2012",2012,"2-Propenoic acid, telomer with 2-hydroxypropyl 2-propenoate and sodium hydrogen sulfite, ammonium salt (CAS Reg. No. 100486-98-4).",Dow Chemical Company
1127,"Jan 26, 2012",2012,A mixture of linear saturated aliphatic esters produced from C 16 -C 18 alcohols and C 14 -C 20 fatty acids.,NOF Corporation
1126,"Jan 26, 2012",2012,"Octadecanoic acid, 1-(12-acetyloxy)-, 2,3-bis(acetyloxy)propyl ester; 1-(12-acetoxystearoyl)-2,3-diacetylglycerol (CAS Reg. No. 736150-63-3).",Danisco A/S
1125,"Jan 19, 2012",2012,"Starch, carboxymethyl ether, sodium salt (CAS Reg. No.: 9063-38-1).",Paper Pak Industries
1123,"Feb 23, 2012",2012,Chlorine dioxide (CAS Reg. No. 10049-04-4).,Nalco Company
1122,"Jan 17, 2012",2012,"Hypobromous acid (CAS Reg. No. 13517-11-8) generated on-site from an aqueous mixture of sodium bromide (CAS Reg. No. 7647-15-6) and sodium, potassium or calcium hypochlorite (CAS Reg. Nos. 7681-52-9, 7778-66-7 or 7778-54-3).",Albemarle Corporation
1121,"Jan 17, 2012",2012,Tetrafluoroethylene-hexafluoropropylene-vinylidene fluoride copolymers (CAS Reg. No 25190-89-0).,3M
1120,"Dec 31, 2011",2011,Ethylene/1-butene copolymer (CAS Reg. No. 25087-34-7).,"Mitsui Chemicals, Inc."
1119,"Jan 21, 2012",2012,"Butanoic acid, 3-hydroxy-, (3R)-, polymer with 4-hydroxybutanoic acid (CAS Reg. No. 125495-90-1) and butanoic acid, 3-hydroxy-, (3R)-, homopolymer (CAS Reg. No. 29435-48-1). REPLACES FCN 943.",CJ Cheiljedang Corporation
1118,"Dec 1, 2011",2011,"1,3-dibromo-5,5-dimethylhydantoin (DBDMH; CAS Reg. No. 77-48-5).",Albemarle Corporation
1117,"Dec 1, 2011",2011,"2-Propenoic acid, 2-methyl-, ethyl ester, polymer with 2-oxiranylmethyl 2-methyl-2-propenoate (CAS Reg. No. 40081-37-6).",Sherwin-Williams Company
1116,"Nov 24, 2011",2011,"A copolymer of tetrafluoroethylene (CAS Reg. No. 116-14-3) and trifluoromethyl trifluorovinyl ether (CAS Reg. No. 1187-93-5), and optionally employing a halogenated alkene.","Dupont Specialty Products USA, LLC"
1115,"Nov 12, 2011",2011,"Carbonic dichloride, polymer with 4,4'-(1-methylethylidene)bis[phenol], 4-(1-methyl-1-phenylethyl)phenyl ester (polycarbonate resins) (CAS Reg. No. 11211-39-3). The resins are produced by the condensation of 4,4'-(isopropylidenediphenol) and carbonyl chloride. The manufacturing process may include optional adjuvant substances authorized in the production of the resins.",SABIC Innovative Plastics
1114,,,REPLACED BY FCN 1224,
1113,"Nov 8, 2011",2011,Sodium nitrite (CAS Reg. No. 7632-00-0).,"Nye Lubricants, Inc."
1111,"Dec 28, 2011",2011,"1,2-Benzisothiazolin-3-one (CAS Reg. No. 2634-33-5).",Thor GmbH of Speyer Germany
1110,"Jan 19, 2012",2012,"2-propenoic acid, polymer with sodium phosphinate, sodium salt (CAS Reg. No. 129898-01-7).","SNF, Inc."
1109,,,REPLACED BY FCN 2142,
1108,"Dec 14, 2011",2011,"1,2-Benzisothiazolin-3-one (CAS Reg. No. 2634-33-5).",LANXESS Corporation
1106,"Oct 4, 2011",2011,"An aqueous solution of hypobromous acid (CAS Reg. No. 13517-11-8) generated on-site from an aqueous mixture of 40 percent sodium bromide, (CAS Reg. No. 7647-15-6) and 12.5 percent sodium hypochlorite (CAS Reg. No. 7681-52-9).","Veolia WTS USA, Inc."
1105,"Sep 28, 2011",2011,"A reaction product of 9-octadecenoic acid (9Z)- with diethylenetriamine, cyclized, diethyl sulfate quaternized (CAS Reg. No. 68511-92-2). The reaction product contains a mixture of (1) 1-H-imidazolium, 1-ethyl-2-(8Z)-8-heptadecen-1-yl-4,5-dihydro-1-[2-[[(9Z)-1-oxo-9-octadecen-1-yl]amino]ethyl]-, ethyl sulfate (1:1) (CAS Reg. No. 67846-14-4); and (2) 9-octadecenamide, N-[2-[2-(8Z)-8 heptadecen-1-yl-4,5-dihydro-1H-imidazol-1-yl]ethyl]-, (9Z)-(CAS Reg. No. 63441-26-9).",Kemira Oyj and its stewarded affiliates and/or subsidiaries around the world
1104,"Sep 21, 2011",2011,"Bicyclo[2.2.1]hept-2-ene, polymer with ethene (CAS Reg. No. 26007-43-2).","TOPAS Advanced Polymers, GmbH Daicel HPP USA, Inc., and Daicel Corporation"
1103,"Sep 7, 2011",2011,Butyl acrylate-styrene-methacrylic acid-hydroxypropyl methacrylate-glycidyl methacrylate copolymer (CAS Reg. No. 1130609-14-1).,"Akzo Nobel Coatings, Inc. Akzo Nobel Coatings (Tianjin) Co., Ltd. Akzo Nobel Coatings (Jiaxing) Co., Ltd. LLC Petrokom Lipetsk Server Boya A.S. Akzo Nobel Performance Coatings (Shanghai) Co., Ltd. Akzo Nobel Industrial Finishes AB Akz"
1102,"Oct 20, 2011",2011,"1,3-dibromo-5,5-dimethylhydantoin (DBDMH) (CAS Reg. No. 77-48-5).",Albemarle Corporation
1101,"Aug 30, 2011",2011,"Hexanedioic acid, polymer with 1,3-benzenedimethanamine (CAS Reg. No. 25718-70-1).",Far Eastern New Century Corporation APG Polytech LLC
1100,"Sep 2, 2011",2011,Titanium dioxide treated with fluoride modified alumina.,"The Chemours Company FC, LLC"
1099,"Aug 30, 2011",2011,"2-Propenoic acid, 2-methyl-, polymer with ethyl 2-propenoate, and poly(oxy-1,2-ethanediyl), α-(2-methyl-1-oxo-2-propenyl)-ω-hydroxy-, C 16-18 -alkyl ether.",BASF SE
1098,"Oct 4, 2011",2011,"Hypobromous acid (CAS Reg. No. 13517-11-8) generated on-site from an aqueous mixture of hydrogen bromide (CAS Reg. No. 10035-10-6) and sodium, potassium or calcium hypochlorite (CAS Reg. No. 7681-52-9, 7778-66-7 or 7778-54-3).","Enviro Tech Chemical Services, Inc."
1096,,,REPLACED BY FCN 2046,
1095,"Aug 19, 2011",2011,Maleic anhydride grafted polypropylene (CAS Reg. No. 25722-45-6).,The Dow Chemical Company
1094,"Aug 11, 2011",2011,"An aqueous mixture of peroxyacetic acid (CAS Reg. No. 79-21-0), hydrogen peroxide (CAS Reg. No. 7722-84-1), acetic acid (CAS Reg. No. 64-19-7), 1-hydroxyethylidine-1,1-diphosphonic acid (HEDP, CAS Reg. No. 2809-21-4), dipicolinic acid (DPA, CAS Reg. No. 499-83-2) and sulfuric acid (CAS Reg. No. 7664-93-9).",Evonik Degussa Corporation
1093,"Aug 11, 2011",2011,"An aqueous mixture of peroxyacetic acid, hydrogen peroxide 1-hydroxyethylidine-1,1-diphosphonic acid (HEDP), and optionally, sulfuric acid.","Arkema, Inc. BioSafe Systems LLC"
1092,"Aug 10, 2011",2011,"1,3-benzenedicarbonyl dichloride, polymer with 1,4-benzenedicarbonyl dichloride, carbonic dichloride and 4,4'-(1-methylethylidene)bis[phenol] (polyester carbonate resins) (CAS Reg. No. 71519-80-7). The resins are produced by the condensation of 4,4'- isopropylidenediphenol, carbonyl chloride, terephthaloyl chloride, and isophthaloyl chloride such that the finished resins are composed of 45 to 85 mole percent ester, of which up to 55 mole percent is the terephthaloyl isomer. The resins are manufactured using a phthaloyl chloride/carbonyl chloride mole ratio of (0.81 to 5.7)/1 and isophthaloyl chloride/terephthaloyl chloride mole ratio of 0.81/1 or greater. The manufacturing process may include optional adjuvant substances authorized for the resins.",SABIC Innovative Plastics
1091,"Aug 10, 2011",2011,"D-Glucitol, bis-O-[(4-methylphenyl)methylene)- (CAS Reg. No. 54686-97-4).",New Japan Chemical Company Ltd.
1090,"Aug 2, 2011",2011,Methyl methacrylate polymer with butyl acrylate and glycidyl methacrylate.,Sherwin-Williams Company
1089,"Jul 29, 2011",2011,"A mixture containing peroxyacetic acid (CAS Reg. No. 79-21-0), hydrogen peroxide (CAS Reg. No. 7722-84-1), acetic acid (CAS Reg. No. 64-19-7), 1-hydroxyethylidene-1,1-diphosphonic acid (CAS Reg. No. 2809-21-4), and water (CAS Reg. No. 7732-18-5).","Alex C. Fergusson, LLC (AFCO)"
1088,"Jul 27, 2011",2011,Carbon black (CAS Reg. No. 1333-86-4).,Evonik Degussa Corporation
1087,"Aug 19, 2011",2011,Ethylene-acrylic acid copolymer (CAS Reg. No. 9010-77-9).,The Dow Chemical Company
1086,"Jul 8, 2011",2011,Ethylene-propylene copolymers (CAS Reg. No. 9010-79-1).,LyondellBasell Industries
1085,"Jul 7, 2011",2011,"Hexanedioic acid, polymer with 12-aminododecanoic acid, hexahydro-2H-azepin-2-one, and 1,6-hexanediamine (CAS Reg. No. 40959-29-3).","UBE Industries, Ltd."
1083,"Jun 29, 2011",2011,Polyphenylene sulfide (CAS Reg. No. 25212-74-2 or 26125-40-6).,"Syensqo Specialty Polymers USA, LLC"
1082,,,REPLACED BY FCN 1144,
1081,,,REPLACED BY FCN 1144,
1078,"Jun 24, 2011",2011,"4-Chloro-3-methylphenol, sodium salt (CAS Reg. No. 15733-22-9).",LANXESS Corporation
1077,"Aug 9, 2011",2011,"2,5-Furandione, polymer with 1,3-butadiene (CAS Reg. No. 25655-35-0).",Far Eastern New Century Corporation APG Polytech LLC
1076,"Jun 23, 2011",2011,"Ethylene-vinyl acetate-vinyl alcohol (EVOH) copolymers modified with up to 8 mol% 1,2-epoxypropane (CAS Reg. No. 482589-30-0).","Kuraray Company, Ltd."
1075,,,REPLACED BY FCN 2089,
1074,"Jun 10, 2011",2011,"Butyl acrylate polymer with styrene, methacrylic acid, ethyl acrylate and glycidyl methacrylate.",Sherwin-Williams Company
1073,"Jun 3, 2011",2011,Silicone Dioxide (CAS Reg. No. 7631-86-9).,KHS Plasmax GmbH
1072,"Jun 2, 2011",2011,Fluorphlogopite (CAS Reg. No. 12003-38-2).,Colors and Effects USA LLC
1071,"May 19, 2011",2011,Tripropylene glycol (CAS Reg. No. 24800-44-0).,Sherwin-Williams Company
1070,"May 19, 2011",2011,"Silane, dichlorodimethyl-, reaction products with silica (CAS Reg. No. 68611-44-9).",Evonik Degussa Corporation
1068,"May 11, 2011",2011,"Fatty acids, coco, sesquiesters with polyethylene glycol (CAS Reg. No. 61791-04-6).","Unitika, LTD"
1067,"May 5, 2011",2011,"2,4,8,10-tetraoxa-3,9-diphosphaspiro[5.5]undecane, 3,9-bis(isodecyloxy)- (CAS Reg. No. 26544-27-4).","Mitsui Chemicals, Inc. and Johoku Chemical Co., Ltd."
1066,"May 4, 2011",2011,"Rapeseed oil, methyl ester (CAS Reg. No. 73891-99-3).",Milligan Bio-Tech Inc.
1065,,,REPLACED BY FCN 1723,
1064,"Apr 28, 2011",2011,"Polyethylene terephthalate copolyesters (diethylene glycol-isophthalate modified) prepared by the condensation of dimethyl terephthalate or terephthalic acid with ethylene glycol and with one or more of the following: dimethyl isophthalate, isophthalic acid, and diethylene glycol.","Selenis Canada, Inc."
1062,"Apr 20, 2011",2011,2-(2-Aminoethylamino)ethanol (CAS Reg. No. 111-41-1).,Sherwin-Williams Company
1061,"Apr 20, 2011",2011,"2,2-Dimethylolpropionic acid (CAS Reg. No. 4767-03-7).",Sherwin-Williams Company
1060,"Apr 20, 2011",2011,Isophorone diisocyanate (CAS Reg. No. 4098-71-9).,Sherwin-Williams Company
1059,"Apr 19, 2011",2011,"The reaction products of mixed fatty acids (predominantly oleic acid) and ethylenediamine, of which the major component is N,N'-dioleoylethylenediamine (CAS Reg. No. 110-31-6).","Mitsubishi Chemical Corp. Sumitomo Chemical Co., Ltd. Prime Polymer Co., Ltd. Japan Polyethylene Corp."
1057,"Apr 14, 2011",2011,"2-Propenoic acid, 2-[1-[3,5-bis(1,1-dimethylpropyl)-2-hydroxyphenyl]ethyl]-4,6-bis(1,1-dimethylpropyl)phenyl ester (CAS Reg. No. 123968-25-2).",Ziko Ltd.
1056,"Apr 13, 2011",2011,"1,4-bis(2-ethylhexyl) benzenedicarboxylate (CAS Reg. No. 6422-86-2).",Eastman Chemical Company
1054,"Apr 9, 2011",2011,"Phenol, 4,4'-sulfonylbis-, polymer with 1,1'-sulfonylbis(4-chlorobenzene) (CAS Reg. No. 25667-42-9 and 25608-63-3).","Syensqo Specialty Polymers USA, LLC"
1053,"Mar 29, 2011",2011,"Poly(butyl acrylate-co-methyl methacrylate-co-styrene), cross-linked with glycidyl methacrylate, 2-ethylhexyl 2-mercaptoacetate terminated.",Kaneka Corporation
1052,"Mar 23, 2011",2011,An aqueous solution of chlorine dioxide (CAS Reg. No. 10049-04-4).,"CDG Environmental, LLC"
1050,"Mar 18, 2011",2011,Propylene/1-butene/ethylene copolymer (CAS Reg. No. 25895-47-0).,"Mitsui Chemicals, Inc."
1046,"Feb 23, 2011",2011,"2-propenoic acid, sodium salt, homopolymer (CAS Reg. No. 9003-04-7).",Coatex S.A.S. Coatex Netherlands B.V. Coatex Inc. Changshu Coatex Additives
1045,"Feb 18, 2011",2011,"Copolymer of dimethyl terephthalate or terephthalic acid, with ethylene glycol and poly(tetramethylene glycol) (CAS Reg. No. 9084-36-0 or 900151-37-3), in conjunction with either cobalt stearate (CAS Reg. No. 13586-84-0) or cobalt acetate (CAS Reg. No. 71-48-7).",Indorama Ventures USA Inc. and its stewarded affiliates around the world.
1043,"Feb 15, 2011",2011,Reaction products of vinyl-containing polydimethylsiloxanes with methylhydrogen cyclosiloxanes and allylglycidyl ether.,Dow Silicones Corporation
1042,"Feb 9, 2011",2011,"Benzoic acid, 4-chloro-2-[2-(2-hydroxy-6-sulfo-1-naphthalenyl)diazenyl]-, strontium salt (1:1) (CAS Reg. No. 474814-88-5).",Colorants Solutions USA LLC
1041,"Apr 9, 2011",2011,"Polymer of dimethyl terephthalate, 1,4-cyclohexanedimethanol, and 2,2,4,4-tetramethyl-1,3-cyclobutanediol (CAS Reg. No. 261716-94-3) containing repeat units consisting of terephthalate esters of 2,2,4,4-tetramethyl-1,3-cyclobutanediol at up to 40 mole percent (expressed as mole percent of the glycol component of the finished copolyesters) and 1,4- cyclohexanedimethanol at no less than 60 mole percent, and, optionally, ≤0.5 percent (by weight of the finished resin) trimellitic anhydride (CAS Reg. No. 552-30-7) as a branching agent. REPLACES FCN 729",Eastman Chemical Company
1040,"Feb 1, 2011",2011,Pentaerythritol tetra(3-dodecylthiopropionate) (CAS Reg. No. 29598-76-3).,"Double Bond Chemical Ind., Co., LTD."
1039,,,REPLACED BY FCN 2026,
1036,"Feb 27, 2011",2011,"Hypobromous acid (CAS Reg. No. 13517-11-8) generated on-site from an aqueous mixture of hydrogen bromide (CAS Reg. No. 10035-10-6) and sodium, potassium or calcium hypochlorite (CAS Reg. No. 7681-52-9, 7778-66-7 or 7778-54-3).","Enviro Tech Chemical Services, Inc."
1035,"Feb 18, 2011",2011,"Mixture of peroxyacetic acid (PAA; CAS Reg. No. 79-21-0), hydrogen peroxide (HP; CAS Reg. No. 7722-84-1), hydroxylethylidene-1,1-diphosphonic acid (HEDP; CAS Reg. No. 2809-21-4), dipicolinic acid (DPA; CAS Reg. No. 499-83-2), and acetic acid (AA).",Solvay Chemicals Inc.
1034,"Jan 15, 2011",2011,Butylated reaction product of p-cresol and dicyclopentadiene (CAS Reg. No. 68610-51-5).,Synthomer Specialty Chemicals SAS
1033,"Jan 14, 2011",2011,Polypropylene homopolymer (CAS Reg. No. 9003-07-0).,Clariant Corporation USA Inc.
1032,"Mar 19, 2011",2011,Polyoxyethylated tallow amine (CAS Reg. No. 61791-26-2).,Nouryon Surface Chemistry AB
1031,"Mar 19, 2011",2011,Odorless light petroleum hydrocarbons (CAS Reg. No. 64742-47-8).,Nouryon Surface Chemistry AB
1030,"Mar 19, 2011",2011,Dicocodimethylammonium chloride (CAS Reg. No. 61789-77-3).,Nouryon Surface Chemistry AB
1029,"Mar 19, 2011",2011,2-ethylhexanol (CAS Reg. No. 104-76-7).,Nouryon Surface Chemistry AB
1028,"Mar 19, 2011",2011,Isopropanol (CAS Reg. No. 67-63-0).,Nouryon Surface Chemistry AB
1026,"Jan 6, 2011",2011,Aluminum magnesium carbonate hydroxide (synthetic hydrotalcite) (CAS Reg. No. 11097-59-9).,"GCH Technology Co., Ltd."
1025,"Dec 28, 2010",2010,"An equilibrium mixture of peroxyacetic acid, hydrogen peroxide and acetic acid stabilized with dipicolinic acid.",Evonik Degussa Corporation
1024,"Dec 23, 2010",2010,Triisopropanolamine (CAS Reg. No. 122-20-3).,Adeka Corporation
1023,"Feb 25, 2011",2011,Calcium hypochlorite (CAS Reg. No. 7778-54-3).,Westlake Corporation/Westlake Chlor-Vinyls Corporation
1022,"Jan 21, 2011",2011,"Fatty acids, C 14 - 18 and C 16 - 18 -unsatd., polymers with adipic acid and triethanolamine, di-Me sulfate-quaternized (CAS Reg. No. 1211825-32-9).",BASF Corporation
1021,"Dec 7, 2010",2010,Polyoxyethylene (20) sorbitan monooleate.,"Ecolab, Inc."
1020,"Dec 7, 2010",2010,Ethylene glycol-propylene glycol polymer (CAS Reg. No. 9003-11-6).,"Ecolab, Inc."
